sentence	label
[LOCATION] dead over 36 hours . 	0
[LOCATION] L. A . 	0
They love me because I buy them stuff . 	0
Your toast will be ready in a moment . - [LOCATION] . 	0
You know what ? 	0
[PERSON] [ORGANIZATION] . Come here . 	0
You thinking [PERSON] killed someone to access to their money ? 	0
Been having any difficulty breathing ? 	0
You could get a look at [LOCATION] . 	0
I saw the little girl was hurt . 	0
Let 's look at that . 	0
She ditches him for another man . 	0
[PERSON] will be remembered as a mutineer ... 	0
Unless there 's something I should know . 	0
I did n't know anything about this . 	0
No thanks . 	0
That 's enough . 	0
BMW . 	0
An intervention ? 	0
Really ? 	0
He 's been away two years . 	0
Besides I already have one . 	0
I 'm sorry . 	0
[ [PERSON] ] Or any less . [ Imitating hans and franz ] And we are here to pump ... 	0
[LOCATION] sir . 	0
It 's [PERSON] . 	0
How much time was wasted in the sewer ? 	0
What conclusion did you reach [PERSON] ? 	0
The racing office need five horses to make the race kosher asking me could they use your horse 's name . 	0
It 's gone . 	0
And what I want is for you to befriend him . 	0
No no . I 'll pay for both of us now . 	0
[LOCATION] sir Weather . 	0
Why do n't you go start the car ? 	0
Come on . 	0
Three degrees right . -Come on ! 	0
No thank you I ca n't stay . 	0
They 'd go to [ORGANIZATION] and get more funding . 	0
I do n't know if we can do that with the real thing . 	0
I have no idea where she came from . 	0
If you land him you can run the account . 	0
People use it against walls . 	0
No no no no . 	0
What brings you down from the palace ? 	0
Wait a second all right ? Just wait a second . 	0
[PERSON] [PERSON] how is [LOCATION] ? 	0
Let 's go . 	0
[LOCATION] man why are you carving my name ? 	0
What is with you ? 	0
She 's sad right now . 	0
I 'm having a small intimate dinner party on Saturday night . 	0
If you have a charge to make make it . Come on . We have n't got all night . 	0
I 'm not talking about romance . I 'm just talking in general . 	0
This is an old car . 	0
Where it is ? 	0
I ca n't believe that . 	0
Here 's mine . 	0
Looks like we got a slumber party on the third floor . 	0
She buys another set . 	0
With [PERSON] out of commission the chaos down there will increase and the odds the city will fall into our hands . 	0
[LOCATION] honey you uh ... what you eat seems to settle in the right places . 	0
What I said does make any sense to you ? 	0
This is [ORGANIZATION] . 	0
[LOCATION] ? 	0
Your witness . [PERSON] 	0
And the thing about smelling like [LOCATION] . 	0
Perhaps he 's just saying that for some reason . 	0
[PERSON] for direct orders from a supervising officer . 	0
I was wondering ... 	0
What are you talking about ? 	0
Waiting in anticipation Of the greatest names in show biz . 	0
We 'd better go home . 	0
[PERSON] [ORGANIZATION] . 	0
[LOCATION] baby . 	0
I have gowns and jewels of silver and gold . 	0
What now what ? 	0
One cop per car ? 	0
When did this relationship take place between [PERSON] and [PERSON] ? 	0
I work with a publishing company . I 'm one of many editors . 	0
[LOCATION] come ! 	0
That 's where they 'll need nurses . 	0
We will do what you want . 	0
We got all that stuff . 	0
[LOCATION] . 	0
What 's different ? I do n't know . 	0
[PERSON] Polhemus a deputy prosecutor in [LOCATION] ... Was brutally murdered . 	0
You know cars . Where 's that from ? 	0
[LOCATION] ! He does and he 's good . 	0
Not at all . 	0
Congratulations or commiserations ? 	0
We believe it 's a sin to show our private parts of the body in public . 	0
You ai n't workin ' across ... 	0
[LOCATION] the news footage did n't help me very much . 	0
I know mother 	0
One two three ! 	0
No not yet . 	0
I attack nothing and nobody but you personally . 	0
I 'm too tired . 	0
I 'm playing with you . 	0
We did not ditch . We were working . 	0
You mean that big dork who buys everyone ice cream . 	0
We 're not allowed to accept tips . 	0
How 's it going ? 	0
And I said 	0
But you were teaching ' me and I did n't wise up . 	0
Certainly . 	0
You just met me . I 'm as surprised as you are . 	0
* see 'cause that 's where the party 's at * Slowly . 	0
Excuse me . 	0
What can I get you ? 	0
Where do you guys get this stuff ? 	0
Just come on . 	0
[LOCATION] civilians need more rest and recreation than you old salts . 	0
The most dangerous thing going on in the planet today is n't [ORGANIZATION] . 	0
Just a little further . 	0
Give her a tail . - ( woman laughs ) - Give her a tail . 	0
Yes . 	0
It 's been 20 years [PERSON] . 	0
Questions ? 	0
And you wo n't until you fight those top contenders that I do surely own . 	0
'Course we 're not . 	0
Interesting . 	0
Like they know what they 're going to do with them . 	0
Convince yourself that way . 	0
If they 're laying in a fleet we 've got to know now . 	0
[PERSON] ... 	0
More than anyone . 	0
Look I know it does n't make up for what he did but ... at least he was trying . 	0
But if we extract him and we make it look like a kidnapping I feel certain he 'd sell us anything he knows . 	0
Then you could hit me . 	0
Right this way gentlemen . 	0
Then he started to walk toward the door and he stopped and turned around and ... said [PERSON] I lied . 	0
I got what I want . 	0
Keep the phone . 	0
[PERSON] Mary ? 	0
You have betrayed me . 	0
Do n't try to be so sarcastic . 	0
Where is [PERSON] ? 	0
I did n't know what happened to you . 	0
No . I did not know . 	0
I 'll start without you . 	0
This is [PERSON] of the [ORGANIZATION] . 	0
How long could you stand it ? 	0
Look it 's [PERSON] ! 	0
You do n't get nothing for nothing . - You hired the cell ? 	0
It does matter . 	0
Here 's the five top jockeys . 	0
And you agree ? - Yes sir . 	0
I want to go home . Are we going soon ? 	0
I was only three or four down from the admiral . 	0
I 'm at the [ORGANIZATION] . 	0
[LOCATION] at that she 's waiting for you . 	0
Put your last and first name . 	0
I warned you . 	0
Who 's this ? 	0
We are in the big orange room . 	0
You mean we 've been doing it every night for nothing ? 	0
It is not difficult . 	0
After 18 months of combat it takes 24 hours a day to keep her together . 	0
And as I was relating this to him our missiles started shutting down one by one . 	0
He has n't saved us . 	0
Whether he handles it himself or not does n't matter because this case wo n't even exist in another hour . 	0
Come on [PERSON] . 	0
[LOCATION] up . 	0
While violence cloaks itself in a plethora of disguises its favorite mantle still remains sex . 	0
She was upset terrified . 	0
Ma'am we 're going to need some additional information Before we can get started on the amber alert As well as a recent photo . 	0
It 's better you start getting used to them now . 	0
[LOCATION] security got this picture . 	0
[PERSON] [PERSON] . 	0
( babbling ) - It 's kind of like ... 	0
Stripped of all that it 's no wonder they become suicidal . 	0
Now I 'm not so sure . 	0
We should call 'em . 	0
Say what ? 	0
[PERSON] that 's not what I was going to say . 	0
No already they have to to have gone out from the hospital to this hour . 	0
Next question . 	0
We are done . 	0
One remembers [LOCATION] this is for good of his friendly darling the died [PERSON] . 	0
So how is it you know so little about cars ? 	0
[LOCATION] here Cora-Anne and Billy-Bob ... come to say good night to their daddy . 	0
Over . 	0
He 's getting closer . 	0
Your arm ! 	0
And the more members we have on board before I sit down with President [PERSON] the quicker this will resolve itself . 	0
You went to work for him . 	0
It shows his talent in the court as do the other . 	0
Then come dance with me out there . 	0
Little Ben . Come here inside . 	0
October Publishing on the last day of the fair . 	0
Red light . 	0
Come with me and have a chat . - I 'm coming . - Thank you . 	0
I do n't know . 	0
[LOCATION] you Roy . 	0
[LOCATION] ... 	0
[LOCATION] will know . 	0
Will you shut up when I tell you to ? 	0
Who else but [PERSON] would show up at her world premiere alone together with a couple that everybody knew were in love with each other ? 	0
Murph wake up will you ? 	0
Thank you . Good-bye . 	0
Where 's the lady ? 	0
Tell me about the letter . 	0
I do n't know . 	0
Yin what should we do ? 	0
He 's got all those . 	0
When do you speak to Yakov again ? 	0
[PERSON] [PERSON] this is your son 's girlfriend . 	0
What 's the deal here ? You used to work here or something ? 	0
You have a pillow with your name embroidered on it ? 	0
[LOCATION] ! 	0
That 's why I got my two friends now . 	0
Let 's go . 	0
Are you going to your mother 's ? 	0
I think not . 	0
We missed ya ! 	0
[LOCATION] . 	0
[PERSON] and [PERSON] . So Dicky and me just sit here waiting ? 	0
A man . What 'd he do ? 	0
Move your hips . 	0
We 've observed first-hand the intelligence community influencing the media when they 're trying to cover their story . 	0
You know why I did n't hire you back then ? 	0
And break radio silence sir ? 	0
Excuse us gentlemen . 	0
[LOCATION] . 	0
Lieutenant I think you boys have been had . 	0
I hear those weekends can uh take some recovery time . 	0
[LOCATION] and ... 	0
Thank you . 	0
Dad I got ta talk to you ! 	0
You 'll stay on a nice boat . 	0
[LOCATION] kid . 	0
At that rate we only have three weeks . 	0
Wound herself up a bit I think waiting for that phone call . 	0
Should we recover the target ? 	0
I beg your pardon ? 	0
Four ! 	0
0-1-5 it is sir . 	0
At least . 	0
Lock the door behind me . 	0
Yeah he must have had a shoe size too but I do n't know that either . 	0
[LOCATION] ? 	0
No there 's a fail-safe for moving large amounts . 	0
[LOCATION] stays and [PERSON] are taking over the case . 	0
Let 's say a sightseeing trip . 	0
Like you ? 	0
1-500 . 	0
OK . 	0
[LOCATION] mister ! 	0
It 's ghost sickness . 	0
Okay good night ! 	0
[LOCATION] . 	0
[PERSON] [PERSON] 's . 	0
I know you 're [LOCATION] . 	0
[PERSON] [PERSON] will be known as [ORGANIZATION] 	0
We 're not women . 	0
There was n't time to stop for souvenirs . 	0
I know . 	0
ls that clear ? 	0
You 're [PERSON] and I know it . Let 's go . 	0
Maybe we better tell him [PERSON] . 	0
They may come after the third car . 	0
What 's going on tubby ? 	0
Ca n't watch it . 	0
You 've got a daughter ? 	0
[LOCATION] . 	0
I 'd like to order room service for 2 . 	0
Would you turn your back until I get in ? 	0
[PERSON] ! 	0
They do n't know themselves . 	0
I do n't even remember what . 	0
He 's home free . 	0
I have the salad fork . 	0
The boss wants a clean smooth job . 	0
I have left out the prince . 	0
[LOCATION] established radio communication . 	0
They could be escorting the [ORGANIZATION] to another base Truk or Pelaki-Shima . 	0
How 's that going ? 	0
[LOCATION] . 	0
This is what is known in literature as the pregnant pause . 	0
Feel the weight of all the expert opinions . 	0
It 's electrical . 	0
Who 's this ? 	0
[LOCATION] pause scene . 	0
I 'm better with animals than plugs and transistors . 	0
She said she could use part-time help . 	0
Yeah Mom ? -What about your breakfast ? 	0
What happened ? 	0
Send me to [LOCATION] . 	0
A conflict . 	0
... a surface battle ? 	0
Let 's see [PERSON] top this . 	0
[ORGANIZATION] or [ORGANIZATION] scores are helpful so we know where to place you . 	0
In April of 2015 the [ORGANIZATION] [ORGANIZATION] begins investigating online sex trafficking . 	0
No way . 	0
Will [PERSON] come with me to the [ORGANIZATION] ? 	0
Right . 	0
Now what does [PERSON] want ? 	0
I do n't know . 	0
Well Lancey are we all set for Monday night ? 	0
All of this hits by 6:00 6:30 . 	0
He was a bully in the third grade . 	0
[LOCATION] hello ... 	0
I 'll see you later okay ? 	0
No work no telephone calls . 	0
[PERSON] back . 	0
You should speak with [GSP] alone . 	0
He 's late . 	0
Right ? 	0
What did he mean ? 	0
Maybe it 's her . 	0
[PERSON] [PERSON] . 	0
You should n't but there was snow in [LOCATION] . 	0
Stay ! 	0
Hey that 's it . 	0
You 're in violation of [ORGANIZATION] directives . 	0
[PERSON] [PERSON] backed out . 	0
Tom we 'll meet you downstairs in just a few minutes . 	0
Omega 1 . 	0
Ask the Afghans . 	0
You 're smart in school but you got ta be smart on the street too . 	0
You have n't given us any information on your profits . 	0
Where is [PERSON] ? 	0
Yeah you do a little . 	0
Yes I do . 	0
That was all about to change . 	0
Yeah . -That 's right . 	0
But why here ? 	0
Your services to [ORGANIZATION] will be rewarded . 	0
Get back . [PERSON] back . 	0
You died Saturday at 5:00 p.m . 	0
[LOCATION] . 	0
Do you want to talk to her ? 	0
You ask of me [PERSON] ? 	0
Yeah . 	0
[LOCATION] and [PERSON] . 	0
He was short . 	0
Yeah like what ? 	0
Yeah man do your thing . 	0
No hope ? 	0
Our army . 	0
The vice president . 	0
How many shareholders are there ? 	0
Yes well I do n't know anything about it . 	0
Lieutenant Hastings 	0
What do you mean ? 	0
Were they involved in a gig ? 	0
I have to go . 	0
We must wait . 	0
I got it . 	0
We found you Ash . 	0
What does that mean ? 	0
The meeting is on . 	0
[LOCATION] morning sir . 	0
So what did [PERSON] hancock do ? 	0
The very next day I get a call from the lab . 	0
That clown was no clown . 	0
Had a feeling that was you . 	0
Could n't wait till the next day . 	0
Yes you do . 	0
[PERSON] [ORGANIZATION] ! [PERSON] ! [PERSON] ! 	0
The grey celulazinhas they worked quite today . 	0
Let 's see . 	0
They could n't just get up and walk away . 	0
[LOCATION] remembers number two . 	0
The bus was delayed . - This is you . 	0
I 'm still looking for leads . 	0
[LOCATION] ! 	0
That 's what we 're supposed to do . 	0
I 'll come by your cell later yeah ? 	0
About a half a mile . 	0
At least show me something of [LOCATION] . 	0
Bobby you 've been with us a few years right ? 	0
Can we wake up ? 	0
You understand what happened had to happen . 	0
Depends if they 're working for you or not . 	0
Well not so dangerous . 	0
Which one has the ring ? 	0
What time ? - 12:30 ? 	0
Can you see ? - [LOCATION] . 	0
Harvey they let her in . 	0
So we would take turns riding it to school . 	0
let [PERSON] 's friend sleep . 	0
Guess who 's back . 	0
He had come back to [LOCATION] to be a part of it . 	0
I located my daughter . 	0
[LOCATION] . Hi these are for you . - Hi . 	0
Yes or no ? 	0
The disclosure project was an accident of history . 	0
Why ? 	0
What ? 	0
Do there then . 	0
Is that all right with you ? 	0
Not guilty . 	0
You too . 	0
Nothing at all . 	0
And also ... 	0
[PERSON] [ORGANIZATION] . 	0
And it wo n't be the [ORGANIZATION] . 	0
I 'll be back in an hour . 	0
[LOCATION] service . 	0
There wo n't be trouble from the dead . 	0
Like I said justice . 	0
[PERSON] [ORGANIZATION] . 	0
What you doing ? 	0
This is [LOCATION] . 	0
One side or both ? 	0
The captain left a sinking ship . 	0
Have a valium . 	0
Two corned beef . 	0
[PERSON] [ORGANIZATION] . 	0
So am I . 	0
There were two other passengers in the car a man and a woman . 	0
The admiral wants you to meet our war correspondents . 	0
She 's in the convent in [LOCATION] . 	0
That very one . 	0
Is it her ? 	0
It 's [PERSON] . 	0
The [ORGANIZATION] wo n't accept his story . 	0
[LOCATION] ! 	0
That 's him in the back . 	0
I 'm outside roger . 	0
It felt fast real fast . 	0
[LOCATION] ! 	0
What 's the distance to the beach ? 	0
Yes . 	0
[LOCATION] fish who ? 	0
[LOCATION] ducks hundred quail . 	0
you got all the breaks . 	0
Goes with my epaulets . 	0
I just want it in a flaky pastry . 	0
Could I have some more food ? 	0
I know . 	0
You were born in [LOCATION] . You were born that very year . 	0
Let me try . - Get it . 	0
This is [PERSON] Amber speaking . 	0
Governor . 	0
Your hands . 	0
No . 	0
[LOCATION] picker in front with watch house under the pressure on the second . 	0
No . 	0
[LOCATION] . 	0
T-minus ten seconds . 	0
[PERSON] [ORGANIZATION] ! 	0
[LOCATION] . 	0
[LOCATION] ! 	0
We treat him like a monster and he 's starting to think of himself that way . 	0
As big as a mainsail I swear it . 	0
Some other people you do n't know 	0
[PERSON] where are you going ? 	0
Actually I think I 'm going to take some online classes first . 	0
I just think that [ORGANIZATION] is n't as strong a school . 	0
[LOCATION] mayii ? Yes ? 	0
Yes I have him right here . Do n't worry Mrs. Ramey . I 'll call you when it comes in . 	0
The [ORGANIZATION] cruisers Greely and [PERSON] ... 	0
Clear . 	0
The order was given by [ORGANIZATION] to try and get this object forced down out of the sky if at all possible by whatever means possible . 	0
[PERSON] [ORGANIZATION] from now on ca n't we just take the train ? 	0
Yes sir . 	0
I 'm gon na stay down here and see if I can find me a good time . 	0
What ? 	0
How ? - I 'll take care of it . 	0
Yourself included ? 	0
[PERSON] and [PERSON] . 	0
I thought so . 	0
Yeah he just expired . 	0
[LOCATION] how did you get out ? 	0
All the other depositions they 're not in the files . 	0
There 's a familiar face . How you doing ? [PERSON] . 	0
No . - You been running ? 	0
[PERSON] [PERSON] good friend listen to me . 	0
What kind of weapon are you going to use ? 	0
Are we going ? 	0
[LOCATION] takes one . 	0
[LOCATION] . 	0
It 's all right old boy . 	0
That somebody would come here and stop at [ORGANIZATION] 's place buy a cup of coffee . 	0
You need to talk to her . 	0
May I take a look ? Sure . 	0
and if nobody 's around to protect his interests ... What do you think ? 	0
These guys they do n't do it for money . -What ? -They do n't do it for money . 	0
They just all happened to be in the same place ... 	0
they were both in the diplomatic service . 	0
And of no use to society . We need a subject who 'll welcome the power the virtual immortality we offer . 	0
Let 's not think about [PERSON] or anything sad right now . 	0
By now I 've done my research on the gang . 	0
In the meantime You can take him to [LOCATION] . 	0
That one . 	0
I been runnin ' up and down these steps for 20 years . 	0
Our own Mayor Kuzak . 	0
Look I got money to spend in here . 	0
I had you pegged as one of [PERSON] 's hold-the-fort boys . 	0
He 's gon na let one of us go . 	0
See you around . 	0
His bathroom is bigger than the [ORGANIZATION] . 	0
Yes sir . 	0
Defensive action only on my orders . 	0
Mr Maryk ? 	0
Where are you going ? 	0
[LOCATION] ! Look at him ! 	0
I thought I was too clever to get involved with this heavy stuff . 	0
You know Feather used to tell me that ground water is contaminated by dry cleaners . 	0
And then at lunch . 	0
We have to get downstairs . 	0
[LOCATION] . 	0
Well isaac was uh in his mom 's tummy then . 	0
[LOCATION] ! 	0
We parked in a place that no one is supposed to park in . 	0
This is our home . 	0
Just me . 	0
I was n't that bad was I ? 	0
7 ... I ca n't do it alone father . 	0
Does that sign say [ORGANIZATION] ? 	0
Valentin you take the witnesses but I want to see [PERSON] and [PERSON] . 	0
[LOCATION] look in the radar shack . See if there are any ships near us . 	0
Found a body in a warehouse in [LOCATION] Industrial . 	0
My father was a chief petty officer and I went to the [ORGANIZATION] . 	0
Is he gon na help ? 	0
[LOCATION] . 	0
I 'm afraid you were misinformed . 	0
Best we conduct a search ourselves without disclosing our intentions . 	0
[LOCATION] ! 	0
Have a face . 	0
Work them to me in the land it does not work ? 	0
I did n't know that . 	0
[LOCATION] how did it go with the star patient ? 	0
I enjoy sitting in a courtroom looking across as the judge passes sentence as your shirt collar starts to get a little too tight like ... 	0
Yeah . 	0
We should stick with the original name . 	0
I do n't know . 	0
My brothers . sister . and I been moving from town to town Looking for a place to call home . 	0
I wo n't shoot a hundred anything . 	0
He had no idea what was going to happen . 	0
Excuse me . 	0
Yeah but ... I ca n't explain it and they wo n't stop looking . 	0
Cut-and-dried . 	0
Where 's the kid ? 	0
I have to be sensitive to need dope . I 'm tempted to marry him so I can tell people how we met . 	0
And now he perceives that I owe my life to [PERSON] for saving me from our defector the scientist . 	0
They refused to even participate . 	0
I 'm selling to the [ORGANIZATION] . 	0
OK what ? 	0
Lieutenant you certainly covered everything . 	0
I wait what has agreed to it finally . 	0
Only 20 people between here and the [FACILITY] know that name . 	0
On the basis of what ? 	0
What did you do with the flesh and blood of these officials ? 	0
[PERSON] has got to announce the promotion Friday . That 's what I heard Friday . 	0
But I made a deal with the government so I 'm here to tell the truth . 	0
But ... but is the King who has the seal of [LOCATION] . 	0
What are you doing ? 	0
[LOCATION] dad ? 	0
Who is sequence and sister ? 	0
This is [LOCATION] . 	0
He ca n't control all the details . He 's running a franchise operation . 	0
Mrs [PERSON] ! And little Miss Lucy ! 	0
Are you a [ORGANIZATION] ? 	0
Everything . But I do n't kiss on the mouth . 	0
Mm-hmm . 	0
Read it . 	0
So why do n't you start now ? 	0
You girls a bunch of nudists ? Or you just uh short of clothes ? 	0
He was asked to take it up . 	0
What can I do for you ? 	0
Yo you know ... 	0
How 's that ? 	0
Did he in you ? 	0
Who ? 	0
Which they call the leash . 	0
Uh about four-and-a-half hours 	0
We know who you are ! 	0
[LOCATION] has no right at least . 	0
What ? 	0
[LOCATION] ? 	0
Reconnected as he was making his name in the heroin trade ? 	0
What do you think ? 	0
Are they catalogued by me or you ? 	0
[LOCATION] hey ! 	0
Did you see [PERSON] 's outfit ? 	0
This is the first time I lay eyes on the chapter president the boss [PERSON] . 	0
Mary wants . 	0
I 'm really s ... 	0
OK ? 	0
[LOCATION] and isolation is our objective . 	0
Let us board ! 	0
That 's it . 	0
They 'll find the glass . They always do . 	0
[PERSON] [PERSON] catch ! 	0
[LOCATION] ... the expiry date is ... 	0
We are crazy about this idea . 	0
Did you hear what happened ? 	0
We 'll think of something else . What are you all knocking it for ? 	0
I know you 're watching . Because this is Wednesday night 	0
X-Ray roger . Out . We 're a [ORGANIZATION] team . 	0
Get him up . 	0
Tell me something [PERSON] . 	0
Little [PERSON] is 120 pounds . 	0
Looks like about it . All right . 	0
You know I met your mother when I was 16 . 	0
And [PERSON] . 	0
Is n't she ? 	0
I need to talk to her . 	0
[LOCATION] ... 	0
Who taught you to smile ? 	0
The windows . 	0
What 's that ? 	0
You must sit down . - [PERSON] down ? 	0
It 's [PERSON] . 	0
[PERSON] 's in [LOCATION] . 	0
This was a voodoo ritual . 	0
What do you think ? 	0
[LOCATION] ? -Yeah . 	0
For the next two weeks . 	0
Right Lieutenant ? 	0
No claims on me yet . 	0
Yeah . 	0
I 'm going to have to leave this place real soon thanks to you . 	0
Look I 've got 107 men aboard this half-billion-dollar piece of equipment . 	0
We 've raised the island sir . 	0
The key was not imaginary . 	0
It 's not tipping I believe in . It 's overtipping . 	0
[LOCATION] dad . 	0
[LOCATION] ... 	0
[PERSON] [PERSON] let the boy be . 	0
Because of the ceremony . 	0
Your team just got here . 	0
Every living nerve . 	0
It 's [PERSON] ! 	0
What have you got ? 	0
Ha a bit bourgeois do n't you think ? 	0
And a couple of beers . 	0
What about dynamite ? 	0
[LOCATION] . 	0
Oh well that dress is one of our more sophisticated items 	0
Do we become [ORGANIZATION] employees ? - Why not go to [FACILITY] ? 	0
Yeah this game 's been coming for a long time has n't it Kid ? 	0
Now look here 's $ 20000 . 	0
Slip the jab now . 	0
And he says Yeah but you understand . 	0
The case Abercrombie before the war . 	0
Well well ! If it is n't our model prisoner looking so pretty today in his little bow tie ! 	0
You got my genes in the math department . 	0
Right here . 	0
You 're resigning . 	0
[LOCATION] . [PERSON] meet [PERSON] . 	0
He said he 's taking the day off . 	0
Inspector I know how to talk to him . 	0
There were ... 	0
[PERSON] [ORGANIZATION] . 	0
Nice to meet you . 	0
Course they gave him a big hunk of money for a settlement . Do n't nobody know how much it was . 	0
It rose . 	0
[LOCATION] . 	0
[LOCATION] . 	0
You remember [PERSON] ? 	0
Only one conditional sentence at a young age . 	0
[PERSON] had days like this . 	0
You 've got five months . 	0
Like what ? Marriage children a commitment . 	0
Yours [LOCATION] . 	0
Now knock it off ! 	0
Kissing 's extra honey . 	0
Sing me a song . 	0
And one down one in the hole . 	0
The Sovs are just waiting for [PERSON] to give it to them . 	0
[LOCATION] ... If you let him know you want it it 'll be you . 	0
You saw one of these books in my house . 	0
And then he says l sure hope he was guilty . Then he laughs . 	0
She was the one ... who got you the passport to go to the [ORGANIZATION] . 	0
So he 's doing pretty good . I 'm sure you can see that though . 	0
I 'm from The [ORGANIZATION] . 	0
A time for facing the pain and ugliness that can be kept out of dreams but not out of reality . 	0
And you have one more sense than other people . 	0
Welcome to [LOCATION] again . 	0
Where 's that girl [PERSON] ? 	0
Okay we move all the crew to port side for you to pick up . Thank you . Okay [PERSON] this is [LOCATION] helo . 	0
We may have a surprise in the medical testimony . 	0
[PERSON] had us running a satellite for anyone who could n't attend the breakfast . 	0
[PERSON] [PERSON] . 	0
The [ORGANIZATION] moved out last night . 	0
And it was our idea . 	0
Do I get my own bed ? 	0
Right . I 'll be off then . 	0
Where 's [PERSON] ? 	0
Is that why you keep it secret ? 	0
What ? 	0
Yeah I can do that . 	0
Go get him a pack of smokes . 	0
[LOCATION] can see that . Just like me and you and other monks . 	0
[LOCATION] on Thursday . 	0
Water ! 	0
[LOCATION] . 	0
The facts and figures and fantasy of [GSP] 's success . 	0
I do n't uh ... 	0
Well there sure are a lot of clowns . 	0
Only me and [PERSON] know we 're here . 	0
With your permission sir . 	0
You can head for the barn . 	0
They gather here to seek God between the branches of these magnificent trees . 	0
[LOCATION] slanders you had lain wicked wicked woman ... 	0
Well uh actually I 'm just having coffee . I 'm not having breakfast or anything . 	0
He was that line . I am that line . 	0
Well it depends who you 're sitting with [PERSON] . 	0
[LOCATION] . 	0
Want to trick me ? 	0
[PERSON] needed my help . 	0
Olly olly oxen free ! 	0
They were just dreams . 	0
A paranoid personality . 	0
That 's three . 	0
Do you think he wo n't ? 	0
Or was it ass ? 	0
Get the new best-seller how I got here -- adventures in a life of crime and punishment . 	0
A decent burial only what I want . 	0
[LOCATION] ? 	0
You 've got three minutes . 	0
What I 'm proposing here is that you recognize the inevitable . 	0
So what do you want to do ? 	0
Three ! 	0
We will be on retreat . Oh that 's funny so will we . 	0
Reminds me of something I 'd like to do later so I can look back on it . I 'm nostalgic already . 	0
I got probation instead of prison because the gun was n't even real . 	0
Yeah . 	0
[PERSON] [ORGANIZATION] through [PERSON] or shortcut at [LOCATION] 's Ridge ? 	0
He believed only he could save the ship . 	0
[LOCATION] . 	0
Yeah ! 	0
Where is she ? 	0
[LOCATION] . 	0
Do you mind if I heal first ? 	0
How do you handle it ? 	0
Let 's get real . 	0
For the record I have the highest regard for [PERSON] . 	0
[LOCATION] . Put them back . He 's coming . 	0
I 'm [PERSON] . 	0
No . 	0
It 's time you learned how to fish for crocs ! 	0
Give me sound down . 	0
[PERSON] if you want a guarantee buy a toaster . 	0
Is this 20 bucks ? 30 bucks ? 	0
We all know [PERSON] is a paper champion . 	0
What do you see ? 	0
And you know what he 's gon na give me ? 	0
My name is [PERSON] . 	0
On the other hand there 's secrecy that is illegal ! 	0
That can only be true If you consider your life cheap [LOCATION] . 	0
No I 'm not . 	0
Yes I do know . 	0
A one-and-a-half stage 132 tonne ballistic device now fully operational after an evolutionary background of more than 50 years of powered flight . 	0
This is a break for her . You 're right . 	0
You 're the co-defendant . 	0
That ... that horse we ride those pick six guys bought back ? 	0
For reasons that make sense only to [LOCATION] . 	0
It 's the best . 	0
I mean she traveled extensively under numerous aliases . 	0
Get the door Ma . 	0
On fiction we will use our own and take another 5 % royalty . 	0
I spot a bogey at about 10 o'clock over here . 	0
Bing [PERSON] ! 	0
[LOCATION] just talk to the girls and answer their questions about the [ORGANIZATION] . 	0
Is that a leading question ? 	0
Get 'em . Specimens ? 	0
Sure . 	0
And you were going to give the money to the community were n't you ? 	0
[LOCATION] . 	0
Oh no . 	0
Yeah I 'll bet . 	0
[PERSON] hang it up . 	0
They 're not playing the [ORGANIZATION] . 	0
[LOCATION] tumours . But is n't that normal ? 	0
What is a script girl ? 	0
It works in the same hospital of [LOCATION] in [LOCATION] . We go . 	0
Then why not with pride ? 	0
That 's the one Roy reserved especially for us . 	0
My unit got orders today . 	0
No we felt the performance was fine . 	0
To [LOCATION] . 	0
Then the pain stops . 	0
In [LOCATION] ? - [LOCATION] . 	0
[LOCATION] ! 	0
What then . Your ears ? 	0
There was [PERSON] and there was [PERSON] and me . 	0
One moment messenger . 	0
I want to show you the house . 	0
You do ? 	0
You can fly in tonight . 	0
I 'm going to buy you a Flying [PERSON] . That 'll cheer you up . 	0
[PERSON] drilled a hole in my tooth and they planted a bug in there so the pain that I was having was just purely physical . 	0
With that in mind I will now ask our ushers To please pass around the donation basket . 	0
What ? 	0
You dirty rat . 	0
What ? 	0
Short-arse [LOCATION] cockney sales rep . Goes at it like a rabbit . 	0
I do not do 30 strokes [ORGANIZATION] . 	0
Yeah . 	0
I should really be in the circus with the ... strange people . 	0
Infrared ? 	0
And now they 've lost it . 	0
My pleasure sir . 	0
You 're telling me . 	0
[LOCATION] ! 	0
I saw their god . 	0
It makes it increasingly less likely that we 're alone . 	0
Three for luck . 	0
Hey ! 	0
He 's straight . 	0
He can not go to jail . 	0
At some point the thought would have occurred to you . 	0
You do n't want to fly again ? 	0
She went to the trailer . 	0
That 's why we both survived . 	0
[PERSON] [ORGANIZATION] is here . 	0
Yes . 	0
[LOCATION] with [ORGANIZATION] . 	0
Anything to drink gentlemen ? 	0
Well things are not what they used to be . 	0
We will proceed . 	0
How you doing cowboy ? 	0
We got two more cars to go eightball do n't make a career out of it . 	0
[LOCATION] how long have you been with me ? 	0
What am I saying ? 	0
You 're like a season that do n't change . 	0
You should not be afraid to touch me . 	0
Of course he is ! 	0
Do you know him ? 	0
Come on . 	0
It can not sit down in wet cushions . 	0
Okay we 'll be in touch . 	0
What should we do ? 	0
Perhaps [PERSON] was there that night . 	0
And it 's very hard for me to be up here today because I 've always loved The [ORGANIZATION] . 	0
